PublishedLineName,DirectionRef,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,StopPoints,StopPointCount
B13,0,GATEWAY CTR TERM/GATEWAY DR,40.652649,-73.877029,RIDGEWOOD TERM,40.704384,-73.919464,"['CRESCENT ST/FLATLANDS AV', 'CRESCENT ST/GLENMORE AV', 'COOPER AV/64 PL', 'CYPRESS HILLS ST/78 AV', 'GATES AV/GRANDVIEW AV', 'SUTTER AV/EUCLID AV', 'ERSKINE ST/GATEWAY PL', 'CYPRESS HILL ST/CYPRESS AV', 'CRESCENT ST/WORTMAN AV', 'VANDALIA AV/ERSKINE ST', 'EUCLID AV/BLAKE AV', 'COOPER AV/65 ST', 'CRESCENT ST/PITKIN AV', 'FRESH POND RD/CATALPA AV', 'EUCLID AV/LINDEN BL', 'PUTNAM AV/FOREST AV', 'FOUNTAIN AV/FLATLANDS AV', 'GATES AV/FAIRVIEW AV', 'FRESH POND RD/68 AV', 'CYPRESS HILL ST/MT NEBOH CEM', 'GATES AV/WOODWARD AV', 'GATES AV/ST NICHOLAS AV', 'FRESH POND RD/MYRTLE AV', 'GATES AV/SENECA AV', 'JAMAICA AV/CYPRESS HILLS ST', 'METROPOLITAN AV/STARR ST', 'CYPRESS HILL ST/MACHPELAH CEM', 'STANLEY AV/CRESCENT ST', 'LINDEN BL/AUTUMN AV', 'WYCKOFF AV/DE KALB AV', 'LINDEN BL/SHERIDAN AV', '62ND ST/75TH AV', 'FOREST AV/WOODBINE ST', 'WYCKOFF AV/STANHOPE ST', 'GATES AV/ONDERDONK AV', 'ELDERT LA/LORING AV', 'GATES AV/WYCKOFF AV', 'CRESCENT ST/LIBERTY AV', 'ELDERT LA/LINDEN BL', 'PUTNAM AV/FRESH POND RD', '62 ST/MYRTLE AV', 'CRESCENT ST/JAMAICA AV', 'SUTTER AV/CRESCENT ST', 'FOUNTAIN AV/VANDALIA AV', 'LINDEN BL/CRESCENT ST', 'STANLEY AV/SHERIDAN AV', 'FRESH POND RD/70 AV', 'COOPER AV/62 ST', 'WYCKOFF AV/GREENE AV', 'CRESCENT ST/ATLANTIC AV', 'DE KALB AV/WYCKOFF AV', 'WYCKOFF AV/MENAHAN ST', 'CYPRESS HILLS ST/80 AV', 'GATES AV/CYPRESS AV', 'CRESCENT ST/MCKINLEY AV', 'CRESCENT ST/ETNA ST', 'CRESCENT ST/RIDGEWOOD AV', 'LINDEN BL/ELDERT LA', 'CRESCENT ST/FULTON ST', 'GATEWAY DR/SITE DR', 'CRESCENT ST/COZINE AV', 'POSTAL FACILITY RD/IN FRONT OF FACILITY']",62
B13,1,WYCKOFF AV/DE KALB AV,40.704323,-73.919373,SPRING CREEK GATEWAY MALL,40.652821,-73.876755,"['EUCLID AV/GLENMORE AV', '67 AV/60 ST', '61 ST/ST FELIX AV', 'CYPRESS HILLS ST/JAMAICA AV', 'CRESCENT ST/WELDON ST', 'STANLEY AV/AUTUMN AV', 'CYPRESS HILLS ST/78 AV', 'COOPER AV/CYPRESS HILL ST', 'CYPRESS HILL ST/CYPRESS AV', 'CRESCENT ST/STANLEY AV', 'CRESCENT ST/WORTMAN AV', 'EUCLID AV/BELMONT AV', 'EUCLID AV/BLAKE AV', 'LINDEN BL/EUCLID AV', 'FRESH POND RD/CATALPA AV', 'STANLEY AV/ELDERT LA', 'EUCLID AV/LINDEN BL', 'WYCKOFF AV/BLEECKER ST', 'FOUNTAIN AV/FLATLANDS AV', 'GATES AV/FAIRVIEW AV', 'GATES AV/WOODWARD AV', 'JAMAICA AV/HEMLOCK ST', 'POSTAL FACILITY RD/IN FRONT OF FACILITY', 'FRESH POND RD/MYRTLE AV', 'SEAVIEW AV/ERSKINE ST', 'GATES AV/SENECA AV', 'WYCKOFF AV/HARMAN ST', 'COOPER AV/64 ST', 'WYCKOFF AV/GROVE ST', 'CYPRESS HILL ST/MACHPELAH CEM N', 'COZINE AV/CRESCENT ST', 'WYCKOFF AV/DE KALB AV', 'LINDEN BL/AUTUMN AV', 'GRANDVIEW AV/GATES AV', 'JAMAICA AV/CRESCENT ST', 'WYCKOFF AV/STANHOPE ST', 'FOREST AV/WOODBINE ST', 'GATES AV/ONDERDONK AV', 'ELDERT LA/LORING AV', 'GATES AV/WYCKOFF AV', 'EUCLID AV/LIBERTY AV', 'FOUNTAIN AV/BKLYN DEVEL CTR', 'CRESCENT ST/LIBERTY AV', 'COOPER AV/64 LA', 'ELDERT LA/LINDEN BL', 'EUCLID AV/DUMONT AV', 'LINDEN BL/CRESCENT ST', 'FRESH POND RD/70 AV', '61 ST/75 AV', 'GATEWAY CTR TERM/GATEWAY DR', 'CRESCENT ST/ATLANTIC AV', 'CYPRESS HILLS ST/80 AV', 'FOREST AV/PUTNAM AV', 'CYPRESS HILL ST/BETH EL CEM N', 'GATES AV/CYPRESS AV', 'EUCLID AV/PITKIN AV', 'CRESCENT ST/RIDGEWOOD AV', 'CRESCENT ST/FULTON ST', '67 AV/FRESH POND RD', 'GATEWAY DR/SITE DR', 'EUCLID AV/SUTTER AV', 'CRESCENT ST/ETNA ST']",62
B14,0,EASTERN PY/UTICA AV,40.668537,-73.931236,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,"['EASTERN PY/BUFFALO AV', 'SUTTER AV/SHEPHERD AV', 'MOTHER GASTON BL/SUTTER AV', 'SUTTER AV/PENNSYLVANIA AV', 'MOTHER GASTON BL/BELMONT AV', 'SUTTER AV/EUCLID AV', 'SUTTER AV/ATKINS AV', 'PITKIN AV/THOMAS S BOYLAND ST', 'EASTERN PY/ROCHESTER AV', 'SUTTER AV/WYONA ST', 'STANLEY AV/ELDERT LA', 'EAST NEW YORK AV/UNION ST', 'PITKIN AV/OSBORN ST', 'DREW ST/LINDEN BL', 'EASTERN PY/UTICA AV', 'SUTTER AV/MILLER AV', 'SUTTER AV/HENDRIX ST', 'SUTTER AV/POWELL ST', 'DUMONT AV/MOTHER GASTON BL', 'POWELL ST/BLAKE AV', 'SUTTER AV/MILFORD ST', 'PITKIN AV/SARATOGA AV', 'PITKIN AV/HOWARD AV', 'SUTTER AV/VAN SINDEREN AV', 'ELDERT LA/LORING AV', 'MOTHER GASTON BL/BLAKE AV', 'PITKIN AV/HERZL ST', 'RALPH AV/EASTERN PY', 'PITKIN AV/ROCKAWAY AV', 'SUTTER AV/CRESCENT ST', 'MOTHER GASTON BL/PITKIN AV', 'DREW ST/SUTTER AV', 'SUTTER AV/GRANT AV', 'LORING AV/DREW ST', 'SUTTER AV/WILLIAMS AV', 'POWELL ST/DUMONT AV', 'DREW ST/DUMONT AV', 'SUTTER AV/GEORGIA AV', 'SUTTER AV/BARBEY ST', 'SUTTER AV/LINWOOD ST', 'SUTTER AV/LINCOLN AV', 'SUTTER AV/WARWICK ST', 'SUTTER AV/FOUNTAIN AV', 'SUTTER AV/CLEVELAND ST', 'POSTAL FACILITY RD/IN FRONT OF FACILITY']",45
B14,1,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,CROWN HTS UTICA AV,40.668552,-73.931511,"['EASTERN PY/BUFFALO AV', 'SUTTER AV/VAN SICLEN AV', 'MOTHER GASTON BL/SUTTER AV', 'SUTTER AV/PENNSYLVANIA AV', 'MOTHER GASTON BL/BELMONT AV', 'EASTERN PY/SCHENECTADY AV', 'SUTTER AV/JEROME ST', 'SUTTER AV/EUCLID AV', 'SUTTER AV/BERRIMAN ST', 'JUNIUS ST/SUTTER AV', 'EASTERN PY/ROCHESTER AV', 'SUTTER AV/VERMONT ST', 'SUTTER AV/ELTON ST', 'EASTERN PY/UTICA AV', 'SUTTER AV/ASHFORD ST', 'SUTTER AV/HINSDALE ST', 'LINCOLN AV/BLAKE AV', 'EASTERN PY/RALPH AV', 'SUTTER AV/ESSEX ST', 'DUMONT AV/MOTHER GASTON BL', 'DUMONT AV/JUNIUS ST', 'PITKIN AV/MOTHER GASTON BL', 'JUNIUS ST/BLAKE AV', 'LINDEN BL/SHERIDAN AV', 'ELDERT LA/LORING AV', 'MOTHER GASTON BL/BLAKE AV', 'SUTTER AV/AUTUMN AV', 'SUTTER AV/BRADFORD ST', 'PITKIN AV/STRAUSS ST', 'PITKIN AV/LEGION ST', 'SUTTER AV/SCHENCK AV', 'SUTTER AV/ALABAMA AV', 'SUTTER AV/LOGAN ST', 'PITKIN AV/ROCKAWAY AV', 'PITKIN AV/AMBOY ST', 'SUTTER AV/CRESCENT ST', 'STANLEY AV/SHERIDAN AV', 'SUTTER AV/MONTAUK AV', 'DUMONT AV/POWELL ST', 'PITKIN AV/BRISTOL ST', 'LINDEN BL/ELDERT LA', 'PITKIN AV/OSBORN ST', 'SUTTER AV/FOUNTAIN AV', 'SUTTER AV/VAN SINDEREN AV', 'POSTAL FACILITY RD/IN FRONT OF FACILITY']",45
B15,0,MARCUS GARVEY BL/BROADWAY,40.699722,-73.941513,JFK AIRPORT,40.646908,-73.779564,"['MARCUS GARVEY BL/MAC DONOUGH ST', 'NEW LOTS AV/JEROME ST', 'FOUNTAIN AV/HEGEMAN AV', 'BUFFALO AV/PARK PL', 'DUMONT AV/MONTAUK AV', 'NEW LOTS AV/SACKMAN ST', 'NEW LOTS AV/SCHENCK AV', 'DEAN ST/TROY AV', 'DUMONT AV/FOUNTAIN AV', 'DREW ST/LINDEN BLVD', 'MARCUS GARVEY BL/GATES AV', 'ALBANY AV/FULTON ST', 'NEW LOTS AV/ESSEX ST', 'ALBANY AV/ATLANTIC AV', 'NEW LOTS AV/VERMONT ST', 'NEW LOTS AV/MALTA ST', 'LINDEN BL/EUCLID AV', 'ST JOHNS PL/RALPH AV', 'HEGEMAN AV/OSBORN ST', 'NEW LOTS AV/GEORGIA AV', 'NEW LOTS AV/MOTHER GASTON BL', 'NEW LOTS AV/MILLER AV', 'DEAN ST/ROCHESTER AV', 'MARCUS GARVEY BL/DE KALB AV', 'ST JOHNS PL/BUFFALO AV', 'RALPH AV/EAST NEW YORK AV', 'ROCHESTER AV/BERGEN ST', 'E 98 ST/LENOX RD', 'NEW LOTS AV/BERRIMAN ST', 'LINDEN BL/78TH ST', 'Air Train Station', 'HEGEMAN AV/ROCKAWAY AV', 'NEW LOTS AV/HINSDALE ST', 'DEAN ST/ALBANY AV', 'RALPH AV/EASTERN PKWY N', 'E 98 ST/CHURCH AV', 'S VAN WYCK SERVICE RD/BLDG 90', 'DEAN ST/SCHENECTADY AV', 'MARCUS GARVEY BL/MADISON ST', '130 PL/E HANGAR RD STOP 18', 'NEW LOTS AV/ASHFORD ST', 'B15 East  GEO', 'LINDEN BL/AUTUMN AV', 's conduit en eb/cohancy st', 'NEW LOTS AV/BRADFORD ST', 'HEGEMAN AV/BRISTOL ST', 'S VAN WYCK SERVICE RD/BLDG 23', 'HIP CTR PARKING LOT', 'NEW LOTS AV/PENNSYLVANIA AV', 'MARCUS GARVEY BL/WILLOUGHBY AV', '130 PL/ BERGEN RD STOP 22', 'MARCUS GARVEY BL/BROADWAY', 'E 98 ST/CLARKSON AV', 'E 98 ST/WINTHROP ST', 'LINDEN BL/ELDERT LA', 'NEW LOTS AV/VAN SINDEREN AV', 'BUFFALO AV/PROSPECT PL', 'MARCUS GARVEY BL/HALSEY ST', 'FOUNTAIN AV/LINDEN BL', 'ST MARKS AV/ROCHESTER AV', 'MARCUS GARVEY BL/FULTON ST', 'MARCUS GARVEY BL/LAFAYETTE AV', '130 PL/W HANGAR RD STOP 20A', 'MARCUS GARVEY BL/LEXINGTON AV', 'RALPH AV/SUTTER AV', 'E 98 ST/WILLMOHR ST', 'DEAN ST/UTICA AV', 'S conduit en EB/lefferts bl', 'MARCUS GARVEY BL/JEFFERSON AV', 'HEGEMAN AV/THOMAS S BOYLAND ST', 'MARCUS GARVEY BL/PULASKI ST', 'LINDEN BL/CRESCENT ST', 'S VAN WYCK SERVICE RD/BLDG 14', 'JFK AIRPORT/TERMINAL 5 AirTrain STATION', 'MARCUS GARVEY BL/PARK AV', 'NEW LOTS AV/ELTON ST', 'E 98 ST/HEGEMAN AV', 'MARCUS GARVEY BL/MYRTLE AV']",78
B15,1,JFK AIRPORT/TERMINAL 5 AirTrain STATION,40.647278,-73.779633,BED-STUY WOODHULL HOSP,40.699776,-73.941505,"['HEGEMAN AV/THATFORD AV', 'E 98 ST/RIVERDALE AV', 'NEW LOTS AV/LINWOOD ST', 'LINDEN BL/EMERALD ST', 'LEWIS AV/MADISON ST', 'FOUNTAIN AV/HEGEMAN AV', 'NEW LOTS AV/WILLIAMS AV', 'HEGEMAN AV/WATKINS ST', 'NEW LOTS AV/POWELL ST', 'N. conduit av/cohancy st', 'n conduit av/95 st', 'TROY AV/ATLANTIC AV', 'HEGEMAN AV/CHESTER AV', 'E 98 ST/BLAKE AV', 'BERGEN ST/ROCHESTER AV', 'DUMONT AV/FOUNTAIN AV', 'RALPH AV/ST JOHNS PL', 'LEWIS AV/LAFAYETTE AV', 'DREW ST/LINDEN BLVD', 'LEWIS AV/HALSEY ST', 'LINDEN BL/EUCLID AV', 'N VAN WYCK SERVICE RD/STOP 11 BLDG 23', 'NEW LOTS AV/CHRISTOPHER AV', 'BERGEN ST/TROY AV', 'NEW LOTS AV/BARBEY ST', 'BERGEN ST/BUFFALO AV', 'LEWIS AV/GREENE AV', 'BROADWAY/PARK ST', 'NEW LOTS AV/MILLER AV', 'BERGEN ST/UTICA AV', 'LEWIS AV/BROADWAY', 'RALPH AV/EAST NEW YORK AV', 'E 98 ST/LEGION ST', 'NEW LOTS AV/BERRIMAN ST', 'N VAN WYCK SERVICE RD/STOP 15 BLDG 122', 'LEWIS AV/GATES AV', 'NEW LOTS AV/WYONA ST', 'N VAN WYCK SERVICE RD/STOP 13 BLDG 21', 'E 98 ST/LOTT AV', 'NEW LOTS AV/ASHFORD ST', 'DUMONT AV/MILFORD ST', 'TROY AV/FULTON ST', 'TROY AV/DEAN ST', 'LINDEN BL/AUTUMN AV', 'LEFFERTS BLVD/AIRTRAIN STA', 'LINDEN BL/SHERIDAN AV', 'NEW LOTS AV/SHEFFIELD AV', 'LEWIS AV/MYRTLE AV', 'LINDEN BL/DREW ST', 'RALPH AV/EASTERN PY', 'BERGEN ST/SCHENECTADY AV', 'LORING AV/DREW ST', 'NEW LOTS AV/PENNSYLVANIA AV', 'MARCUS GARVEY BL/BROADWAY', 'E 98 ST/CLARKSON AV', 'LINDEN BL/ELDERT LA', 'NEW LOTS AV/VAN SINDEREN AV', 'BUFFALO AV/PROSPECT PL', 'FOUNTAIN AV/LINDEN BL', 'E 98 ST/DUMONT AV', 'BUFFALO AV/ST MARKS AV', 'LEWIS AV/JEFFERSON AV', 'LINDEN BL/79 ST', 'LEWIS AV/WILLOUGHBY AV', 'RALPH AV/SUTTER AV', 'LEWIS AV/BAINBRIDGE ST', 'LEWIS AV/DEKALB AV', 'HEGEMAN AV/THOMAS S BOYLAND ST', 'ELDERT LA/LORING AV', '130 PL/BERGEN RD', 'ELDERT LA/LINDEN BL', 'NEW LOTS AV/HENDRIX ST', 'LINDEN BL/CRESCENT ST', 'BUFFALO AV/ST JOHNS PL', 'LEWIS AV/PULASKI ST', 'N VAN WYCK SERVICE RD/STOP 17 AMERICAN FREIGHT', 'JFK AIRPORT/TERMINAL 5 AirTrain STATION', 'E 98 ST/HEGEMAN AV', 'LEWIS AV/MAC DONOUGH ST']",79
B16,0,SHORE RD/4 AV,40.611763,-74.035118,LEFRTS GDNS PROSPCT PK STA,40.660858,-73.96138,"['OCEAN AV/CATON AV', '86 ST/RIDGE BL', 'SHORE RD/97 ST', 'FT HAMILTON PY/62 ST', 'FT HAMILTON PY/60 ST', '12 AV/DAHILL RD', '86 ST/3 AV', 'FT HAMILTON PY/72 ST', '56 ST/FT HAMILTON PY', '56 ST/NEW UTRECHT AV', '14 AV/47 ST', 'SHORE RD/4 AV', 'FT HAMILTON PY/74 ST', '14 AV/53 ST', '14 AV/44 ST', 'FT HAMILTON PY/BAY RIDGE AV', 'FT HAMILTON PY/77 ST', 'SHORE RD/91 ST', 'LINCOLN RD/FLATBUSH AV', '14 AV/39 ST', '12 AV/CHESTER AV', 'CATON AV/E 4 ST', 'FT HAMILTON PY/83 ST', '39 ST/1 AV', 'FLATBUSH AV/OCEAN AV', 'SHORE RD/OLIVER ST', 'CATON AV/MC DONALD AV', 'CATON AV/E 16 ST', '86 ST/5 AV', 'OCEAN AV/LINCOLN RD', '14 AV/56 ST', 'NARROWS AV/89 ST', 'CATON AV/ST PAULS PL', 'FT HAMILTON PY/81 ST', 'OCEAN AV/PARKSIDE AV', '56 ST/13 AV', 'FT HAMILTON PY/86 ST', 'SHORE RD/3 AV', '36 ST/12 AV', 'FT HAMILTON PY/68 ST', '86 ST/COLONIAL RD', 'NARROWS AV/86 ST', 'SHORE RD/99 ST', 'FT HAMILTON PY/BAY RIDGE PY', '56 ST/12 AV', '36 ST/CLARA ST', 'FT HAMILTON PY/66 ST', 'OCEAN AV/231 OCEAN AVENUE', 'CATON AV/RUGBY RD', 'FT HAMILTON PY/64 ST', '86 ST/4 AV', 'FT HAMILTON PY/59 ST', 'CATON AV/CONEY ISLAND AV', '14 AV/50 ST', 'SHORE RD/83 ST', 'SHORE RD/RIDGE BL', 'CATON AV/E 8 ST', '14 AV/41 ST', 'CATON AV/WESTMINSTER', '36 ST/CHURCH AV', 'CATON AV/OCEAN PY', '7 AV/79 ST', '56 ST/11 AV']",63
B16,1,LINCOLN RD/FLATBUSH AV,40.660843,-73.961464,BAY RIDGE SHORE RD,40.611717,-74.035072,"['OCEAN AV/CATON AV', '86 ST/RIDGE BL', '13 AV/50 ST', '4 AV/99 ST', 'SHORE RD/97 ST', 'FT HAMILTON PY/62 ST', 'FT HAMILTON PY/60 ST', '3 AV/MARINE AV', '86 ST/3 AV', '13 AV/39 ST', 'SHORE RD/4 AV', 'CATON AV/E 5 ST', 'MARINE AV/4 AV', 'FT HAMILTON PY/BAY RIDGE AV', 'LINCOLN RD/FLATBUSH AV', 'SHORE RD/91 ST', '13 AV/41 ST', 'FT HAMILTON PY/58 ST', '12 AV/CHESTER AV', '86 ST/FT HAMILTON PY', 'FT HAMILTON PY/83 ST', 'FT HAMILTON PY/70 ST', 'DAHILL RD/12 AV', 'FT HAMILTON PY/7 AV', 'CATON AV/E 3 ST', 'SHORE RD/OLIVER ST', '7 AV SVC RD S/79 ST', 'FT HAMILTON PY/73 ST', '57 ST/12 AV', '86 ST/NARROWS AV', 'CATON AV/MC DONALD AV', 'OCEAN AV/LINCOLN RD', '86 ST/5 AV', 'CATON AV/ST PAULS PL', '4 AV/100 ST', 'SHORE RD/NARROWS AV', '7 AV SVC RD S/81 ST', '13 AV/47 ST', 'OCEAN AV/PARKSIDE AV', 'SHORE RD/3 AV', 'SHORE RD/88 ST', '86 ST/COLONIAL RD', 'SHORE RD/99 ST', 'FT HAMILTON PY/BAY RIDGE PY', 'OCEAN AV/OPP 231 OCEAN AV', '13 AV/54 ST', 'FT HAMILTON PY/66 ST', '13 AV/49 ST', 'FT HAMILTON PY/64 ST', '86 ST/4 AV', 'CATON AV/CONEY ISLAND AV', '13 AV/56 ST', 'CATON AV/ARGYLE RD', 'SHORE RD/RIDGE BL', '57 ST/FT HAMILTON PY', '37 ST/13 AV', 'CATON AV/OCEAN PY', '37 ST/12 AV', '13 AV/43 ST', '3 AV/SHORE RD', '57 ST/11 AV', '13 AV/45 ST', 'CATON AV/PARADE PL', '13 AV/52 ST']",64
B17,0,E 80 ST/PAERDEGAT 15 ST,40.627884,-73.900543,CROWN HTS EASTERN PKY,40.668556,-73.931625,"['REMSEN AV/AV J', 'GLENWOOD RD/EAST 96 ST', 'EASTERN PY/SCHENECTADY AV', 'TROY AV/EMPIRE BL', 'REMSEN AV/AV A', 'TROY AV/EASTERN PY', 'REMSEN AV/LENOX RD', 'E 80 ST/PAERDEGAT 15 ST', 'REMSEN AV/AV K', 'REMSEN AV/RUTLAND RD', 'REMSEN AV/AV D', 'E 80 ST/AV N', 'FLATLANDS AV/E 94 ST', 'REMSEN AV/CHURCH AV', 'EASTERN PY/UTICA AV', 'REMSEN AV/GLENWOOD RD', 'E 80 ST/AV M', 'REMSEN AV/AV L', 'REMSEN AV/AV M', 'REMSEN AV/LINDEN BL', 'AV L/E 83 ST', 'SEAVIEW AV/REMSEN AV', 'REMSEN AV/FOSTER AV', 'REMSEN AV/AV N', 'REMSEN AV/FARRAGUT RD', 'TROY AV/MONTGOMERY ST', 'REMSEN AV/DITMAS AV', 'REMSEN AV/KINGS HY', 'AV L/E 87 ST', 'SEAVIEW AV/ROCKAWAY PY', 'GLENWOOD RD/E 94 ST', 'SEAVIEW AV/EAST 100 ST', 'GLENWOOD RD/REMSEN AV', 'REMSEN AV/CLARKSON AV', 'SEAVIEW AV/E 93 ST', 'TROY AV/CARROLL ST', 'EAST NEW YORK AV/UTICA AV', 'REMSEN AV/AV B', 'SEAVIEW AV/E 108 ST', 'SEAVIEW AV/E 102 ST', 'AV L/E 85 ST', 'REMSEN AV/WINTHROP ST', 'SEAVIEW AV/E 105 ST', 'TROY AV/EAST NEW YORK AV', 'FLATLANDS AV/ROCKAWAY PY', 'REMSEN AV/FLATLANDS AV', 'FLATLANDS AV/E 92 ST', 'EAST NEW YORK AV/SCHENECTADY AV', 'SEAVIEW AV/E 95 ST']",49
B17,1,EASTERN PY/UTICA AV,40.668537,-73.931236,CANARSIE SEAVIEW AV,40.638924,-73.881554,"['REMSEN AV/AV J', 'FLATLANDS AV / ROCKAWAY PY', 'GLENWOOD RD/EAST 96 ST', 'SEAVIEW AV/E 104 ST', 'REMSEN AV/SEAVIEW AV', 'REMSEN AV/AV A', 'SEAVIEW AV/E 91 ST', 'E 80 ST/PAERDEGAT 15 ST', 'REMSEN AV/E 56 ST', 'REMSEN AV/AV K', 'REMSEN AV/RUTLAND RD', 'REMSEN AV/AV D', 'FLATLANDS AV/E 94 ST', 'REMSEN AV/CHURCH AV', 'AV L/E 84 ST', 'EASTERN PY/UTICA AV', 'REMSEN AV/GLENWOOD RD', 'AV L/E 82 ST', 'SEAVIEW AV/E 99 ST', 'REMSEN AV/AV L', 'REMSEN AV/AV M', 'REMSEN AV/FOSTER AV', 'E 80 ST/PAERDEGAT 13 ST', 'E 80 St/P 15 (not used)', 'E 80 ST/PAERDEGAT 10 ST', 'REMSEN AV/AV N', 'AV L/E 88 ST', 'REMSEN AV/FARRAGUT RD', 'REMSEN AV/DITMAS AV', 'REMSEN AV/KINGS HY', 'AV L/E 86 ST', 'REMSEN AV/E 51 ST', 'GLENWOOD RD/REMSEN AV', 'SEAVIEW AV/ROCKAWAY PY', 'GLENWOOD RD/E 94 ST', 'UTICA AV/CARROLL ST', 'SEAVIEW AV/E 93 ST', 'SEAVIEW AV/E 108 ST', 'REMSEN AV/AV B', 'AV L/REMSEN AV', 'SEAVIEW AV/E 102 ST', 'E 80 ST/PAERDEGAT 7 ST', 'UTICA AV/EMPIRE BL', 'REMSEN AV/FLATLANDS AV', 'REMSEN AV/LENOX ROAD', 'REMSEN AV/E 54 ST', 'FLATLANDS AV/E 92 ST', 'SEAVIEW AV/E 95 ST']",48
B2,0,E 16 ST/QUENTIN RD,40.607384,-73.957176,KINGS PLAZA,40.609428,-73.921753,"['E 16 ST/QUENTIN RD', 'AV R/GERRITSEN AV', 'E 16 ST/AV R', 'AV R/E 35 ST', 'AV R/E 31 ST', 'AV R/E 23 ST', 'AV R/MADISON PL', 'E 36 ST/AV S', 'AV R/E 33 ST', 'FLATBUSH AV/AV U', 'AV R/NOSTRAND AV', 'AV S/RYDER ST', 'AV S/FLATBUSH AV', 'AV R/E 27 ST', 'AV R/E 18 ST', 'AV R/STUART ST', 'FLATBUSH AV/AV T', 'E 36 ST/FILLMORE AV', 'AV R/OCEAN AV', 'E 70 ST/VETERANS AV', 'AV R/BEDFORD AV', 'AV R/E 36 ST', 'AV S/COLEMAN ST', 'NOSTRAND AV/AV X']",24
B2,1,FLATBUSH AV/AV U,40.609528,-73.921822,MIDWOOD KINGS HWY STA,40.608429,-73.95713,"['E 16 ST/QUENTIN RD', 'AV R/GERRITSEN AV', 'E 36 ST/AV R', 'AV S/KIMBALL ST', 'E 36 ST/AV S', 'FLATBUSH AV/AV U', 'GERRITSEN AV/GERRITSEN BEACH', 'AV R/E 34 ST', 'AV R/NOSTRAND AV', 'AV S/FLATBUSH AV', 'QUENTIN RD/E 19 ST', 'AV R/E 32 ST', 'AV R/E 22 ST', 'QUENTIN RD/E 16 ST', 'FLATBUSH AV/AV T', 'E 36 ST/FILLMORE AV', 'AV R/OCEAN AV', 'AV R/BEDFORD AV', 'AV R/BURNETT ST', 'AV R/E 28 ST', 'AV R/MARINE PY', 'AV S/E 38 ST']",22
B20,0,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664654,-73.862892,RIDGEWOOD FOREST AV,40.704865,-73.902145,"['DECATUR ST/WYCKOFF AV', 'BROADWAY/ABERDEEN ST', 'DECATUR ST/CYPRESS AV', 'LINDEN BL/ATKINS AV', 'BROADWAY/GRANITE ST', 'JAMAICA AV/FANCHON PL', 'PENNSYLVANIA AV/DUMONT AV', 'LINDEN BL/EUCLID AV', 'WORTMAN AV/VAN SICLEN AV', 'FRESH POND RD/CATALPA AV', 'ASHFORD ST/LINDEN BL', 'PENNSYLVANIA AV/LIBERTY AV', 'BROADWAY/CHAUNCEY ST', 'PENNSYLVANIA AV/HEGEMAN AV', 'PUTNAM AV/FOREST AV', 'FRESH POND RD/68 AV', 'BROADWAY/EASTERN PY', 'PENNSYLVANIA AV/RIVERDALE AV', 'DECATUR ST/FOREST AV', 'ASHFORD ST/WORTMAN AV', 'PENNSYLVANIA AV/BELMONT AV', 'FRESH POND RD/MYRTLE AV', 'WORTMAN AV/BARBEY ST', 'PENNSYLVANIA AV/PITKIN AV', 'DECATUR ST/EVERGREEN AV', 'PENNSYLVANIA AV/BLAKE AV', 'WORTMAN AV/VERMONT ST', 'LINDEN BL/AUTUMN AV', 'JAMAICA AV/BROADWAY', 'DECATUR ST/MYRTLE AV', 'LINDEN BL/SHERIDAN AV', 'PENNSYLVANIA AV/LINDEN BL', 'PENNSYLVANIA AV/STANLEY AV', 'ELDERT LA/LORING AV', 'DECATUR ST/BUSHWICK AV', 'DECATUR ST/SENECA AV', 'BROADWAY/COOPER ST', 'VAN SINDEREN AV/FULTON ST', 'PUTNAM AV/FRESH POND RD', 'LINDEN BL/LOGAN ST', 'PUTNAM AV/FAIRVIEW AV', 'ELDERT LA/LINDEN BL', 'DECATUR ST/KNICKERBOCKER AV', 'DECATUR ST/CENTRAL AV', 'ASHFORD ST/STANLEY AV', 'LINDEN BL/CRESCENT ST', 'STANLEY AV/SHERIDAN AV', 'PENNSYLVANIA AV/WORTMAN AV', 'FRESH POND RD/70 AV', 'DECATUR ST/BROADWAY', 'DECATUR ST/WILSON AV', 'PENNSYLVANIA AV/SUTTER AV', 'PENNSYLVANIA AV/NEW LOTS AV', 'VAN SINDEREN AV/BROADWAY', 'PENNSYLVANIA AV/LIVONIA AV', 'DECATUR ST/IRVING AV', 'LINDEN BL/ELDERT LA', 'LINDEN BL/SHEPHERD AV', 'POSTAL FACILITY RD/IN FRONT OF FACILITY']",59
