PublishedLineName,DirectionRef,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,StopPoints,StopPointCount
M104,0,W 41 ST/8 AV,40.75655,-73.99012,W HARLEM 129 ST via BWAY,40.814907,-73.955048,"['BROADWAY/W 91 ST', 'BROADWAY/W 84 ST', 'BROADWAY/LA SALLE ST', 'Columbus Circle (does not stop)', '8 AV/W  56 ST', 'BROADWAY/W 86 ST', 'BROADWAY/W 69 ST', '8 AV/W 43 ST', 'AMSTERDAM AV/W 129 ST', 'BROADWAY/W 63 ST', 'BROADWAY/W 120 ST', '8 AV/W 52 ST', 'BROADWAY/W 116 ST', 'BROADWAY/W 75 ST', 'CONVENT AV/W 129 ST', 'BROADWAY/W 108 ST', 'BROADWAY/W 103 ST', 'BROADWAY/W 79 ST', 'BROADWAY/W 113 ST', '8 AV/W 46 ST', 'BROADWAY/W 99 ST', 'W 41 ST/8 AV', 'AMSTERDAM AV/W 126 ST', 'BROADWAY/W 93 ST', '8 AV/W 49 ST', 'BROADWAY/W 101 ST', 'BROADWAY/TIEMANN PL', 'BROADWAY/W 97 ST', 'BROADWAY/WEST 105 ST', 'BROADWAY/W 82 ST', 'BROADWAY/W 73 ST', 'BROADWAY/W 61 ST', 'BROADWAY/CATHEDRAL PY', 'BROADWAY/W 122 ST', 'BROADWAY/W 66 ST', 'BROADWAY/W 88 ST']",36
M104,1,CONVENT AV/W 129 ST,40.814224,-73.953178,41 ST via BROADWAY/7 AV,40.756409,-73.989815,"['MORNINGSIDE AV/W 125 ST', 'BROADWAY/W 84 ST', 'BROADWAY/W 90 ST', 'BROADWAY/LA SALLE ST', 'W 125 ST/AMSTERDAM AV', '7 AV/W 56 ST', '7 AV/W 47 ST', 'central park south/7 Av (does not stop)', 'BROADWAY/W 104 ST', 'BROADWAY/W 119 ST', '7 AV/W 54 ST', 'BROADWAY/W 72 ST', 'BROADWAY/W 86 ST', 'BROADWAY/W 102 ST', 'BROADWAY/W 94 ST', '7 AV/WEST 58 ST', 'BROADWAY/W 63 ST', 'BROADWAY/W 70 ST', 'BROADWAY/W 74 ST', 'BROADWAY/W 106 ST', 'BROADWAY/W 76 ST', 'BROADWAY/W 92 ST', 'BROADWAY/W 116 ST', 'W 125 ST/OLD BROADWAY', 'CONVENT AV/W 129 ST', 'COL circle- does not stop', 'BROADWAY/W 108 ST', '7 AV/W 50 ST', 'BROADWAY/W 100 ST', 'BROADWAY/W 79 ST', 'W 41 ST/8 AV', 'BROADWAY/W 112 ST', 'BROADWAY/W 97 ST', '7 AV/W 44 ST', 'BROADWAY/TIEMANN PL', '7 AV/W 53 ST', 'BROADWAY/W 82 ST', 'BROADWAY/W 114 ST', 'BROADWAY/W 61 ST', '7 AV/W 41 ST', 'BROADWAY/W 122 ST', 'BROADWAY/CATHEDRAL PY', 'BROADWAY/W 66 ST', 'BROADWAY/W 88 ST', 'COLUMBUS CIR/8 AV', 'BROADWAY/W 68 ST']",46
M106,0,W 96 ST/WEST END AV,40.794933,-73.972687,E. HARLEM FDR DR CROSSTOWN,40.788216,-73.938423,"['E 106 ST/3 AV', 'E 106 ST/LEXINGTON AV', 'E 96 ST/5 AV', 'MADISON AV/E 106 ST', 'W 96 ST/BROADWAY', 'MADISON AV/E 101 ST', 'W 96 ST/COLUMBUS AV', 'W 96 ST/CENTRAL PK W', 'W 96 ST/AMSTERDAM AV', 'W 96 ST/WEST END AV', 'MADISON AV/E 102 ST', 'MADISON AV/E 98 ST', 'E 105 ST/FDR  DR', 'E 106 ST/1 AV', 'E 106 ST/2 AV', 'E 105 ST/FDR DR', 'MADISON AV/E 104 ST']",17
M106,1,E 105 ST/FDR  DR,40.788277,-73.938843,WEST SIDE WEST END AV CROSSTOWN,40.795105,-73.973091,"['W 97 ST/WEST END AV', 'E 106 ST/LEXINGTON AV', 'E 106 ST/MADISON AV', 'E 106 ST/3 AV', '5 AV/E 106 ST', '5 AV/EAST 98 ST', 'W 96 ST/WEST END AV', 'W 96 ST/BROADWAY', 'W 96 ST/COLUMBUS AV', 'CENTRAL PK W/W 97 ST', 'W 96 ST/AMSTERDAM AV', '5 AV/EAST 102 ST', '5 AV/EAST 104 ST', 'E 105 ST/FDR  DR', 'E 106 ST/1 AV', 'E 106 ST/2 AV', 'E 105 ST/1 AV']",17
M11,0,BETHUNE ST/GREENWICH ST,40.736988,-74.006355,133 ST - BROADWAY,40.818256,-73.956108,"['AMSTERDAM AV/W 116 ST', '10 AV/W 47 ST', 'AMSTERDAM AV/W 79 ST', '10 AV/W 19 ST', 'AMSTERDAM AV/W 104 ST', 'AMSTERDAM AV/W 125 ST', 'AMSTERDAM AV/W 112 ST', 'W 133 ST/AMSTERDAM AV', 'AMSTERDAM AV/W 131 ST', 'AMSTERDAM AV/W 106 ST', 'BETHUNE ST/GREENWICH ST', 'AMSTERDAM AV/W 100 ST', 'AMSTERDAM AV/W 129 ST', 'AMSTERDAM AV/W 86 ST', 'RIVERSIDE DR/W 139 ST', 'AMSTERDAM AV/W 65 ST', 'RIVERBANK ST PARK/BAY 1', 'RIVERSIDE DR/W 142 ST', 'AMSTERDAM AV/W 62 ST', '10 AV/W 42 ST', 'AMSTERDAM AV/W 102 ST', 'RIVERSIDE DR/W 144 ST', '10 AV/WEST 16 ST', '10 AV/W 25 ST', '10 AV/W 53 ST', '10 AV/W 55 ST', '10 AV/W 23 ST', 'AMSTERDAM AV/W 67 ST', 'AMSTERDAM AV/W 96 ST', 'AMSTERDAM AV/W 114 ST', 'AMSTERDAM AV/W 77 ST', 'AMSTERDAM AV/W 89 ST', '10 AV/W 30 ST', 'AMSTERDAM AV/W 120 ST', '10 AV/W 34 ST', 'AMSTERDAM AV/W 98 ST', 'AMSTERDAM AV/LA SALLE ST', 'AMSTERDAM AV/W 75 ST', 'AMSTERDAM AV/W 81 ST', 'AMSTERDAM AV/W 123 ST', '10 AV/W 21 ST', 'AMSTERDAM AV/W 93 ST', 'W 14 ST/WASHINGTON ST', 'RIVERSIDE DR/W 137 ST', 'AMSTERDAM AV/W 91 ST', 'AMSTERDAM AV/W 83 ST', '10 AV/W 57 ST', 'W 135 ST/RIVERSIDE DR', 'W 135 ST/AMSTERDAM AV', 'BROADWAY/W 133 ST', 'W 14 ST/9 AV', 'RIVERBANK ST PK/CULTURAL CTR', 'AMSTERDAM AV/W 72 ST', 'AMSTERDAM AV/W 69 ST', '10 AV/W 27 ST', 'AMSTERDAM AV/W 118 ST', 'AMSTERDAM AV/W 59 ST', 'AMSTERDAM AV/W 109 ST', 'W 135 ST/BROADWAY', '10 AV/W 45 ST', '10 AV/W 49 ST', '10 AV/W 37 ST', 'GREENWICH ST/HORATIO ST']",63
M11,1,BROADWAY/W 133 ST,40.818493,-73.95594,WEST VILL ABINGDON SQ via 9 AV,40.737072,-74.005867,"['AMSTERDAM AV/W 116 ST', 'AMSTERDAM AV/W 134 ST', 'COLUMBUS AV/W 106 ST', 'COLUMBUS AV/W 97 ST', 'COLUMBUS AV/W 61 ST', 'COLUMBUS AV/W 100 ST', 'COLUMBUS AV/W 102 ST', '9 AV/W 23 ST', 'HUDSON ST/W 13 ST', 'AMSTERDAM AV/W 125 ST', 'AMSTERDAM AV/W 112 ST', 'COLUMBUS AV/W 66 ST', 'CATHEDRAL PY/AMSTERDAM AV', 'AMSTERDAM AV/W 131 ST', 'COLUMBUS AV/W 63 ST', 'COLUMBUS AV/W 89 ST', 'BETHUNE ST/GREENWICH ST', '9 AV/W 42 ST', 'RIVERSIDE DR/W 145 ST', 'COLUMBUS AV/W 94 ST', '9 AV/W 30 ST', 'RIVERSIDE DR/W 139 ST', 'RIVERSIDE DR/W 142 ST', '9 AV/W 20 ST', 'AMSTERDAM AV/W 129 ST', '9 AV/W 35 ST', 'COLUMBUS AV/W 108 ST', 'HUDSON ST/HORATIO ST', '9 AV/WEST 25 ST', '9 AV/W 59 ST', 'COLUMBUS AV/W 86 ST', 'COLUMBUS AV/W 92 ST', 'AMSTERDAM AV/W 114 ST', '9 AV/W 40 ST', 'COLUMBUS AV/W 80 ST', 'AMSTERDAM AV/W 120 ST', 'COLUMBUS AV/W 78 ST', 'AMSTERDAM AV/W 123 ST', 'COLUMBUS AV/W 69 ST', '9 AV/W 34 ST', 'COLUMBUS AV/W 75 ST', '9 AV/W 55 ST', '9 AV/W 50 ST', 'COLUMBUS AV/W 84 ST', '9 AV/W 18 ST', '9 AV/W 46 ST', '9 AV/W 52 ST', 'COLUMBUS AV/W 72 ST', '9 AV/W 44 ST', 'HUDSON ST/BETHUNE ST', 'W 135 ST/RIVERSIDE DR', 'W 135 ST/AMSTERDAM AV', 'BROADWAY/W 133 ST', 'RIVERBANK ST PK/CULTURAL CTR', 'AMSTERDAM AV/W 118 ST', '9 AV/W 28 ST', 'W 135 ST/BROADWAY', 'COLUMBUS AV/CATHEDRAL PY', '9 AV/W 57 ST']",59
M116,0,W 106 ST/BROADWAY,40.801155,-73.967575,E. HARLEM PALADINO AV XTOWN,40.797615,-73.931007,"['E 116 ST/2 AV', 'E 116 ST/3 AV', 'W 116 ST/FRED DOUGLASS BL', 'PLEASANT AV/E 120 ST', 'W 106 ST/COLUMBUS AV', 'MANHATTAN AV/W 106 ST', '1 AV/E 120 ST', 'W 106 ST/BROADWAY', 'MANHATTAN AV/W 109 ST', 'W 106 ST/AMSTERDAM AV', 'W 116 ST/MALCOLM X BL', 'W 116 ST/ADAM C POWELL BL', 'E 116 ST/LEXINGTON AV', 'MANHATTAN AV/W 111 ST', 'MANHATTAN AV/W 113 ST', '1 AV/E 116 ST', 'W 116 ST/5 AV', 'MANHATTAN AV/W 116 ST', '1 AV/PALADINO AV', 'E 116 ST/MADISON AV']",20
M116,1,PLEASANT AV/E 120 ST,40.797245,-73.931694,WEST SIDE BWAY - 106 ST XTOWN,40.801331,-73.967598,"['E 116 ST/2 AV', 'E 116 ST/3 AV', 'E 116 ST/5 AV', 'E 116 ST/PARK AV', 'E 116 ST/PLEASANT AV', 'W 116 ST/FRED DOUGLASS BL', 'MANHATTAN AV/W 108 ST', 'PLEASANT AV/E 120 ST', 'MANHATTAN AV/CATHEDRAL PY', 'W 106 ST/COLUMBUS AV', 'PLEASANT AV/E 117 ST', 'MANHATTAN AV/W 106 ST', 'MANHATTAN AV/W 114 ST', 'MANHATTAN AV/W 112 ST', 'W 106 ST/BROADWAY', 'W 106 ST/AMSTERDAM AV', 'W 116 ST/ST NICHOLAS AV', 'W 116 ST/MALCOLM X BL', 'E 116 ST/LEXINGTON AV', 'E 116 ST/1 AV', 'MANHATTAN AV/W 116 ST', 'E 116 ST/MADISON AV']",22
M12,0,8 AV/JANE ST,40.738239,-74.003967,MIDTOWN WEST - COLUMBUS CIR,40.767155,-73.981979,"['11 AV/W 15 ST', 'W 58 St/BROADWAY', 'W 57 ST/11 AV', '12 AV/W 56 ST', 'W 58 ST/BROADWAY', '12 AV/W 27 ST', '12 AV/W 48 ST', '12 AV/W 30 ST', '12 AV/W 40 ST', '12 AV/W 52 ST', '12 AV/W 43 ST', '12 AV/W 46 ST', 'W 57 ST/10 AV', '11 AV/W 17 ST', 'W 14 ST/WASHINGTON ST', '11 AV/W 19 ST', 'W 14 ST/8 AV', '12 AV/W 33 ST', '12 AV/W 54 ST', 'W 24 St/11 AV', '8 AV/W  57 ST', '8 AV/JANE ST', 'W 14 ST/9 AV']",23
M12,1,W 58 St/BROADWAY,40.76709,-73.981842,WEST VILLAGE - ABINGDON SQ,40.738014,-74.004181,"['W 58 St/BROADWAY', '11 AV/W 47 ST', 'W 57 ST/9 AV', 'HUDSON ST/W 13 ST', '11 AV/W 26 ST', 'W 18 ST / 10 AV', 'W 18 ST/11 AV', '11 AV/W 38 ST', 'HUDSON ST/HORATIO ST', '11 AV/W 34 ST', '11 AV/W 54 ST', '11 AV/W 42 ST', 'W 57 ST/10 AV', '8 AV/BLEECKER ST', '9 AV/W 18 ST', '11 AV/W 50 ST', '11 AV/W 44 ST', '11 AV/W 23 ST', '8 AV/JANE ST', '11 AV/W 29 ST', '11 AV/56 ST', 'W 57 ST/BROADWAY']",22
M14A,0,W 18 ST/11 AV,40.744984,-74.007431,LOWER E. SIDE GRAND-FDR CROSSTOWN,40.713356,-73.978279,"['GRAND ST/ESSEX ST', 'GRAND ST/FDR DR', 'W 14 ST/6 AV', 'ESSEX ST/RIVINGTON ST', 'W 14 ST/HUDSON ST', 'E 14 ST/IRVING PL', 'W 14 ST/5 AV', 'W 18 ST/11 AV', 'GRAND ST/PITT ST', 'AV A/E 14 ST', 'W 14 ST/7 AV', 'GRAND ST/EAST BROADWAY', 'E 14 ST/1 AV', 'E 14 ST/2 AV', 'AV A/E 6 ST', 'E 14 ST/3 AV', 'AV A/E 11 ST', 'E 14 ST/AV A', 'E 14 ST/UNIVERSITY PL', '8 AV/BLEECKER ST', 'W 14 ST/8 AV', '9 AV/W 18 ST', 'GRAND ST/JACKSON ST', 'AV A/E 3 ST', 'ESSEX ST/E HOUSTON ST', 'AV A/E 9 ST', 'GRAND ST/CLINTON ST', 'ESSEX ST/DELANCEY ST']",28
M14A,1,GRAND ST/FDR DR,40.713264,-73.977982,CHELSEA PIERS 11 AV CROSSTOWN,40.745064,-74.007675,"['11 AV/W 15 ST', 'CHERRY ST/JACKSON ST', 'GRAND ST/FDR DR', 'W 14 ST/6 AV', 'E 14 ST/IRVING PL', 'W 14 ST/5 AV', 'W 18 ST / 10 AV', 'HUDSON ST/WEST 13 ST', 'W 18 ST/11 AV', 'GRAND ST/PITT ST', 'E 14 ST/UNION SQ W', 'W 14 ST/7 AV', 'GRAND ST/EAST BROADWAY', 'HUDSON ST/HORATIO ST', 'JACKSON ST/MADISON ST', 'E 14 ST/1 AV', 'AV A/E HOUSTON ST', 'E 14 ST/2 AV', 'AV A/E 5 ST', 'HUDSON ST/W 12 ST', 'E 14 ST/3 AV', 'AV A/E 11 ST', 'E 14 ST/AV A', '11 AV/W 17 ST', '8 AV/BLEECKER ST', 'W 14 ST/WASHINGTON ST', '10 AV/W15 (does not stop)', 'W 14 ST/8 AV', 'ESSEX ST/GRAND ST', 'AV A/E 3 ST', 'W 14 ST/9 AV', 'GRAND ST/CLINTON ST', 'ESSEX ST/DELANCEY ST', 'AV A/ST MARKS PL', 'GRAND ST/ABRAHAM KAZAN ST']",35
M14D,0,W 18 ST / 10 AV,40.744324,-74.005936,LOWER E. SIDE DELANCY-FDR CROSSTOWN,40.716393,-73.980133,"['E HOUSTON ST/COLUMBIA ST', 'W 14 ST/6 AV', 'AV D/E 4 ST', 'W 14 ST/HUDSON ST', 'E HOUSTON ST/555 FDR DR', 'E 14 ST/IRVING PL', 'E 10 ST/AV D', 'W 14 ST/5 AV', 'W 18 ST / 10 AV', '8 AV/W 4 ST', 'AV D/E 8 ST', 'W 14 ST/7 AV', 'E HOUSTON ST/MANGIN ST', 'AV C/E 12 ST', 'E 14 ST/1 AV', 'E 14 ST/2 AV', 'E 14 ST/3 AV', 'DELANCY ST/COLUMBIA ST', 'E 14 ST/AV A', 'E 14 ST/UNIVERSITY PL', 'AV D/E 6 ST', '11 AV/W 17 ST', 'E 14 ST/AV B', '8 AV/BLEECKER ST', 'W 14 ST/8 AV', '9 AV/W 18 ST', 'DELANCEY ST/FDR DR', 'E HOUSTON ST/BARUCH DR', 'E 14 ST/AV C', 'AV D/EAST 3 ST', 'DELANCEY ST/COLUMBIA ST']",31
M14D,1,DELANCEY ST/COLUMBIA ST,40.716423,-73.980247,CHELSEA PIERS 11 AV CROSSTOWN,40.744415,-74.008148,"['COLUMBIA ST/RIVINGTON ST', '11 AV/W 15 ST', 'W 14 ST/6 AV', 'E 14 ST/IRVING PL', 'E 10 ST/AV D', 'W 14 ST/5 AV', 'W 18 ST / 10 AV', 'W 18 ST/11 AV', '11 AV / W 17 ST', 'E 14 ST/UNION SQ W', 'W 14 ST/7 AV', 'AV D/E HOUSTON ST', 'AV C/E 12 ST', 'E 14 ST/1 AV', 'E 14 ST/2 AV', 'E 14 ST/3 AV', 'E 14 ST/AV A', '11 AV/W 17 ST', 'E 14 ST/AV B', 'W 14 ST/WASHINGTON ST', '10 AV/W15 (does not stop)', 'W 14 ST/8 AV', 'AV D/EAST 8 ST', 'W 14 ST/9 AV', 'DELANCEY ST/COLUMBIA ST', 'E 14 ST/AV C', 'AV D/E 9 ST', 'AV D/E 5 ST', 'AV C/E 11 ST']",29
M15,0,SOUTH ST/WHITEHALL ST,40.701538,-74.012482,EAST HARLEM 125 ST via 1 AV,40.80315,-73.932266,"['WATER ST/WALL ST', 'MADISON ST/ST JAMES PL', '1 AV/E 77 ST', '1 AV/E 108 ST', '1 AV/E 39 ST', 'PEARL ST/R F WAGNER SR PL', 'PIKE ST/CHERRY ST', '1 AV/MITCHELL PL', 'SOUTH ST/WHITEHALL ST', '1 AV/E 14 ST', 'MADISON ST/MARKET ST', 'MADISON ST/CATHERINE ST', '1 AV/E 86 ST', '1 AV/E 75 ST', '1 AV/E 11 ST', '1 AV/E 89 ST', 'ALLEN ST/STANTON ST', '1 AV/E 27 ST', '1 AV/E 45 ST', 'WATER ST/BROAD ST', '1 AV/E 102 ST', 'WATER ST/OLD SLIP', 'PIKE ST/MADISON ST', '1 AV/E 67 ST', '1 AV/E 120 ST', '1 AV / 4 ST', '1 AV/E 57 ST', '1 AV/E 72 ST', '1 AV/E 64 ST', 'PEARL ST/FULTON ST', 'PEARL ST/PECK SLIP', '1 AV/E 106 ST', '1 AV/E 2 ST', '1 AV/E 28 ST', 'E 126 ST/2 AV', '1 AV/E 17 ST', '1 AV/ E 97 ST', 'ALLEN ST/DELANCEY ST', '1 AV/E 93 ST', '1 AV/E 20 ST', '1 AV/E 23 ST', '1 AV/E 82 ST', '1 AV/E 111 ST', '1 AV/E 42 ST', '1 AV/E 55 ST', '1 AV/E 36 ST', '1 AV/E 62 ST', '1 AV/E 25 ST', '1 AV/ST MARKS PL', '1 AV/E 99 ST', 'WATER ST/FLETCHER ST', 'ALLEN ST/GRAND ST', 'PIKE ST/DIVISION ST', '1 AV/E 34 ST', '1 AV/E 79 ST', '1 AV/E 116 ST', '1 AV/E 125 ST', '1 AV/PALADINO AV', '1 AV/E 52 ST', '1 AV/E 113 ST', '1 AV/E 70 ST', '1 AV/E 31 ST']",62
M15,1,E 126 ST/2 AV,40.80323,-73.932449,SOUTH FERRY via 2 AV,40.701611,-74.01223,"['2 AV/E 64 ST', '2 AV/E 82 ST', '2 AV/E 106 ST', 'E HOUSTON ST/FORSYTH ST', 'PIKE ST/CHERRY ST', '2 AV/E 122 ST', '2 AV/E 78 ST', '2 AV/E 87 ST', '2 AV/E 89 ST', 'SOUTH ST/WHITEHALL ST', '2 AV/E 108 ST', 'MADISON ST/MARKET ST', 'MADISON ST/CATHERINE ST', '2 AV/E 119 ST', '2 AV/E 36 ST', '2 AV/E 20 ST', '2 AV/E 17 ST', '2 AV/E 116 ST', 'ALLEN ST/CANAL ST', '2 AV/E 46 ST', 'ALLEN ST/E HOUSTON ST', '2 AV/E 39 ST', '2 AV/E 9 ST', 'PIKE ST/MADISON ST', '2 AV/E 12 ST', 'WATER ST/JOHN ST', 'WATER ST/GOUVERNEUR LA', '2 AV/E 72 ST', '2 AV/E 6 ST', 'PEARL ST/PECK SLIP', 'PEARL ST/FULTON ST', '2 AV/E 94 ST', '2 AV/E 42 ST', '2 AV/E 92 ST', '2 AV/E 84 ST', 'E 126 ST/2 AV', 'PEARL ST/FRANKFORT ST', '2 AV/E 68 ST', '2 AV/E 113 ST', '2 AV/E 31 ST', 'PEARL ST / PEARL ST', 'chrystie st/rivington st', 'WATER ST/MAIDEN LA', '2 AV/E 54 ST', '2 AV/E 101 ST', '2 AV/E 99 ST', 'BROAD ST/WATER ST', '2 AV/E 103 ST', 'ALLEN ST/DELANCEY ST', '2 AV/E 97 ST', '2 AV/E 66 ST', '2 AV/E 61 ST', '2 AV/E 34 ST', 'CHRYSTIE ST/HOUSTON ST', '2 AV/E 125 ST', '2 AV/E 14 ST', '2 AV/E 3 ST', '2 AV/E 70 ST', '2 AV/E 75 ST', '2 AV/E 28 ST', 'WATER ST/HANOVER SQ', '2 AV/E 57 ST', '2 AV/E 110 ST', 'DELANCEY ST/ALLEN ST', '2 AV/E 86 ST', '2 AV/E 25 ST', '2 AV/E 50 ST', 'ALLEN ST/HESTER ST', '2 AV/E 23 ST', '2 AV/E 96 ST', 'MADISON ST/ST JAMES PL']",71
M15-SBS,0,SOUTH FERRY/TERMINAL,40.702171,-74.013535,SELECT BUS SERVICE 125ST via 1 AV,40.80315,-73.932266,"['WATER ST/WALL ST', '1 AV/MITCHELL PL', '1 AV/E 14 ST', 'MADISON ST/CATHERINE ST', '1 AV/E 86 ST', 'SOUTH FERRY/TERMINAL', '1 AV/E 34 ST', '1 AV/E 67 ST', '1 AV/E 28 ST', '1 AV/E 57 ST', 'PEARL ST/FULTON ST', '1 AV/E 106 ST', 'E 126 ST/2 AV', '1 AV/ E 97 ST', '1 AV/E 42 ST', '1 AV/E 1 ST', '1 AV/E 25 ST', 'ALLEN ST/GRAND ST', '1 AV/E 79 ST', '1 AV/E 116 ST', '1 AV/E 125 ST']",21
M15-SBS,1,E 126 ST/2 AV,40.80323,-73.932449,SELECT BUS SERVICE SOUTH FERRY via 2 AV,40.702122,-74.013664,"['WATER ST/WALL ST', '2 AV/E 106 ST', 'E HOUSTON ST/FORSYTH ST', '2 AV/E 78 ST', 'MADISON ST/CATHERINE ST', 'SOUTH FERRY/TERMINAL', 'delancy st/forsyth st', 'ALLEN ST/E HOUSTON ST', 'PEARL ST/FULTON ST', '2 AV/E 42 ST', 'E 126 ST/2 AV', '2 AV/E 68 ST', 'chrystie st/rivington st', 'E HOUSTON ST/2 AV', 'E HOUSTON ST/ELDERIDGE ST', '2 AV/E 34 ST', 'CHRYSTIE ST/HOUSTON ST', '2 AV/E 125 ST', '1 AV/E 1 ST', '2 AV/E 28 ST', '2 AV/E 57 ST', '2 AV/E 115 ST', '2 AV/E 86 ST', '2 AV/E 50 ST', '2 AV/E 13 ST', 'ALLEN ST/HESTER ST', '2 AV/E 23 ST', '2 AV/E 96 ST']",28
M2,0,4 AV/E 10 ST,40.731342,-73.990288,WASHINGTON HTS BWAY - 168 ST via MADISON,40.84058,-73.938431,"['CENTRAL PK N/5 AV', 'MADISON AV/E 57 ST', 'W 165 ST/AMSTERDAM AV', 'MADISON AV/E 69 ST', 'CENTRAL PK N/MALCOLM X BL', 'MADISON AV/E 40  ST', 'MADISON AV/E 72 ST', 'PARK AV S/E 18 ST', 'MADISON AV/E 47 ST', 'MADISON AV/E 42 ST', 'AUDUBON AV/W 165 ST', '4 AV/E 13 ST', 'ADAM C POWELL BL/W 147 ST', 'MADISON AV/E 37 ST', 'MADISON AV/E 52 ST', 'ADAM C POWELL BL/W 129 ST', '4 AV/E 10 ST', 'ADAM C POWELL BL/W 151 ST', 'ADAM C POWELL BL/W 141 ST', 'EDGECOMBE AV/W 158 ST', 'UNION SQ E/E 15 ST', 'MADISON AV/E 55  ST', 'MADISON AV/E 34 ST', 'MADISON AV/E 60  ST', 'ADAM C POWELL BL/W 127 ST', 'ADAM C POWELL BL/W 123 ST', 'PARK AV S/E 21 ST', 'EDGECOMBE AV/W 164 ST', 'E 110 ST/MADISON AV', 'ADAM C POWELL BL/W 137 ST', 'ADAM C POWELL BL/W 125 ST', 'MADISON AV/E 98 ST', 'ADAM C POWELL BL/W 145 ST', 'ADAM C POWELL BL/W 143 ST', 'W 168 ST/AUDUBON AV', '4 AV/E 12 ST', 'MADISON AV/E 86 ST', 'ADAM C POWELL BL/W 153 ST', 'MADISON AV/E 106 ST', 'ADAM C POWELL BL/WEST 119 ST', 'MADISON AV/E 101 ST', 'MADISON AV/E 30 ST', 'ADAM C POWELL BL/W 113 ST', 'MADISON AV/E 102 ST', 'ADAM C POWELL BL/W 133 ST', 'MADISON AV/E 93 ST', 'MADISON AV/E 45 ST', 'MADISON AV/E 79 ST', 'ADAM C POWELL BL/W 135 ST', 'MADISON AV/E 89 ST', 'ADAM C POWELL BL/W 149 ST', '168 ST/AUDUBON AV', 'CENTRAL PK N/ADAM C POWELL BL', 'MADISON AV/E 63 ST', 'ADAM C POWELL BL/W 139 ST', 'MADISON AV/E 67 ST', 'MADISON AV/E 49 ST', 'EDGECOMBE AV/W 160 ST', 'EDGECOMBE AV/W 155 ST', 'ADAM C POWELL BL/W 121 ST', 'MADISON AV/E 107 ST', 'MADISON AV/E 66 ST', 'MADISON AV/E 75 ST', 'ADAM C POWELL BL/W 116 ST', 'MADISON AV/E 77 ST', 'MADISON AV/E 83 ST', 'MADISON AV/E 28 ST', 'PARK AV S/E 23 ST', 'MADISON AV/E 95 ST', 'E 25 ST/PARK AV S', 'MADISON AV/E 91 ST', 'EDGECOMBE AV/W 162 ST', 'MADISON AV/E 104 ST']",73
M2,1,168 ST/AUDUBON AV,40.840645,-73.938545,EAST VILLAGE 8 ST via 5 AV,40.730282,-73.990532,"['5 AV/W  59 ST', 'ADAM C POWELL BL/W 120 ST', 'CENTRAL PK N/MALCOLM X BL', '5 AV/E 72 ST', 'E 8 ST/UNIVERSITY PL', 'ADAM C POWELL BL/W 132 ST', 'W 166 ST/ST NICHOLAS AV', '5 AV/EAST 78 ST', 'E 8 ST/MERCER ST', '5 AV/EAST 109 ST', 'EDGECOMBE AV/W 164 ST', 'ADAM C POWELL BL/W 114 ST', '5 AV/EAST 81 ST', '5 AV/W 13 ST', 'ADAM C POWELL BL/W 145 ST', '5 AV/W 47 ST', '5 AV/EAST 90 ST', '5 AV/EAST 104 ST', 'ADAM C POWELL BL/W 135 ST', '5 AV/EAST 77 ST', '168 ST/AUDUBON AV', '5 AV/E 108 ST', '5 AV/EAST 87 ST', 'EDGECOMBE AV/W 155 ST', 'ADAM C POWELL BL/W 116 ST', 'E 8 ST/5 AV', 'W 155 ST/MACOMBS PL', 'ADAM C POWELL BL/W 112 ST', 'ADAM C POWELL BL/W 151 ST', 'EDGECOMBE AV/W 158 ST', '5 AV/W 31 ST', '5 AV/W 12 ST', '5 AV/W 23 ST', '5 AV/E 106 ST', 'E 8 ST/LAFAYETTE ST', '5 AV/W 10 ST', '5 AV/EAST 102 ST', 'ADAM C POWELL BL/W 142 ST', '5 AV/EAST 92 ST', '5 AV/EAST 63 ST', 'ADAM C POWELL BL/W 148 ST', 'CENTRAL PK N/ADAM C POWELL BL', 'W 155 ST/EDGECOMBE AV', '5 AV/W 35 ST', '5 AV/EAST 75 ST', '5 AV/W 33 ST', 'EDGECOMBE AV/W 162 ST', '5 AV/EAST 69 ST', 'W 165 ST/AMSTERDAM AV', '5 AV/W 45 ST', '5 AV/EAST 84 ST', 'ADAM C POWELL BL/W 128 ST', '5 AV/W 29 ST', '5 AV/W 38 ST', '5 AV/EAST 98 ST', 'ADAM C POWELL BL/W 125 ST', '5 AV/W 50 ST', '5 AV/W 14 ST', 'ADAM C POWELL BL/W 138 ST', '5 AV/EAST 96 ST', '5 AV/E 65 ST', '5 AV/EAST 94 ST', 'ADAM C POWELL BL/W 150 ST', 'EDGECOMBE AV/W 160 ST', '5 AV/W 42 ST', '5 AV/W 56 ST', '5 AV/W 20 ST', '5 AV/W 26 ST', '4 AV/E 10 ST', 'ADAM C POWELL BL/W 122 ST', 'ADAM C POWELL BL/W 130 ST', 'ADAM C POWELL BL/W 140 ST', '4 AV/E 9 ST', '5 AV/W 53 ST', '5 AV/EAST 62 ST', '5 AV/W 17 ST', 'BROADWAY/W 168 ST', 'ADAM C POWELL BL/W 154 ST']",78
